user,poi,times,lat,lon
9,0,5,40.398074 ,-80.083386
9,4585,3,40.451361 ,-79.932524
9,15029,4,40.470782 ,-79.96025
9,11240,4,40.443800 ,-80.002333
9,2515,4,40.481393 ,-79.974185
9,14330,5,40.464450 ,-79.932571
9,16427,3,40.428968 ,-79.981737
9,135,2,40.458394 ,-79.943663
9,18,3,40.408878 ,-79.918089
10,16644,5,33.317959 ,-111.975646
10,16052,3,33.334936 ,-111.78514
10,1172,4,33.392765 ,-111.807681
10,1327,3,33.301921 ,-111.897036
10,6834,4,33.321061 ,-111.723919
10,16223,2,33.247504 ,-111.843093
10,1291,4,33.306385 ,-111.893122
10,5201,2,33.355034 ,-111.789279
10,3811,4,33.830176 ,-111.932918
10,16364,3,33.234442 ,-111.860433
10,13804,3,33.264072 ,-111.858028
10,17552,5,33.304269 ,-111.757415
10,7947,4,33.235026 ,-111.856965
10,14632,5,33.319833 ,-111.895924
10,17321,4,33.305559 ,-111.860187
10,6057,1,33.306370 ,-111.886245
10,1275,6,33.319531 ,-111.874307
10,14927,2,33.317243 ,-111.976516
10,1263,4,33.321111 ,-111.859803
10,57,2,40.396012 ,-80.034727
10,11226,4,40.416756 ,-80.030328
10,9440,2,40.391166 ,-80.07382
10,5071,3,40.421516 ,-80.02973
10,4575,5,40.387585 ,-79.863623
10,15509,5,40.451361 ,-79.933598
10,0,5,40.398074 ,-80.083386
10,1378,1,33.262384 ,-111.860266
10,12794,2,33.277002 ,-111.875336
10,17529,4,33.302903 ,-111.842353
10,13579,1,33.261799 ,-111.860274
11,159,5,40.455876 ,-79.938179
11,41,5,40.411508 ,-79.955886
11,7495,3,40.457865 ,-79.92548
11,16918,5,40.441083 ,-80.001339
11,12444,4,40.473130 ,-79.958894
11,15737,1,40.457747 ,-79.925494
11,4743,2,36.122293 ,-115.170279
11,4912,4,36.144858 ,-115.180568
11,13761,5,36.151268 ,-115.152545
11,15893,5,40.428679 ,-79.982603
11,16212,5,40.449077 ,-79.987519
11,16367,4,40.460271 ,-79.925104
11,0,3,40.398074 ,-80.083386
11,16648,4,40.441630 ,-80.033032
11,17097,4,40.443949 ,-79.996437
11,4581,5,40.451655 ,-79.984218
12,9246,4,40.494678 ,-79.933079
12,5506,3,40.450030 ,-79.913892
12,2595,5,40.359609 ,-80.002441
12,42,5,40.421613 ,-79.993429
12,13678,4,40.425741 ,-79.942019
12,2479,4,40.428426 ,-79.979431
12,13936,5,40.437557 ,-79.92282
12,47,4,40.456609 ,-80.001505
12,4634,3,40.428215 ,-79.973327
12,15893,2,40.428679 ,-79.982603
12,1,2,40.408142 ,-80.085174
12,7478,2,40.421112 ,-80.066862
13,0,5,40.398074 ,-80.083386
13,13570,3,40.429001 ,-79.9828
13,13400,4,40.476176 ,-79.920524
13,74,4,40.450589 ,-79.984283
13,10448,5,40.426261 ,-79.940331
13,16096,5,40.429843 ,-80.007356
13,10067,3,40.488865 ,-79.874629
13,15985,4,40.448168 ,-80.004233
13,15062,5,40.441166 ,-80.002291
13,13533,4,40.441037 ,-80.002765
13,2483,3,40.429028 ,-79.982225
13,17102,5,40.428990 ,-79.985866
13,8999,5,40.429116 ,-79.98172
13,14881,4,40.462957 ,-79.924058
13,2495,4,40.428930 ,-79.986605
14,12677,5,40.440995 ,-80.002186
14,2600,1,40.433007 ,-80.004562
14,133,1,40.462554 ,-79.950173
14,9502,4,40.472149 ,-79.95953
14,2477,3,40.462206 ,-79.964425
14,8753,5,40.456437 ,-79.930777
14,13400,5,40.476176 ,-79.920524
14,14910,3,40.408043 ,-80.087323
14,2509,1,40.440277 ,-80.080827
14,14473,4,40.461954 ,-79.950165
14,4635,5,40.428876 ,-79.980169
14,6808,4,40.444033 ,-79.997042
14,5132,5,40.439248 ,-79.947347
14,63,3,40.390697 ,-80.070806
14,15041,3,40.429055 ,-79.983139
14,16648,4,40.441630 ,-80.033032
14,10568,4,40.407956 ,-79.91165
14,15798,4,40.452098 ,-80.016762
14,7128,4,40.427503 ,-79.982282
14,5199,3,40.465649 ,-79.954742
14,13832,5,40.443144 ,-80.001104
14,16212,5,40.449077 ,-79.987519
14,153,4,40.457103 ,-79.929634
14,15029,3,40.470782 ,-79.96025
14,18017,4,40.380509 ,-80.044806
14,145,3,40.381812 ,-80.044491
14,4583,3,40.444810 ,-79.948434
14,14679,10,40.452494 ,-79.981552
14,15737,8,40.457747 ,-79.925494
14,18538,5,40.406339 ,-79.909714
14,9352,4,40.426003 ,-79.96665
14,4999,5,40.467072 ,-79.964125
14,5244,4,40.446001 ,-79.9935
14,12915,4,40.453845 ,-79.980478
14,6895,3,40.435656 ,-80.065878
14,144,5,40.380192 ,-80.044459
15,12905,4,40.445691 ,-79.948987
15,10893,3,40.456239 ,-79.936501
15,11206,3,40.460423 ,-79.919386
15,13193,3,40.440657 ,-80.001993
15,5529,3,40.440640 ,-79.958222
15,10002,3,40.439032 ,-79.99947
15,2589,4,40.439157 ,-79.997819
15,2491,4,40.428640 ,-79.983542
15,2545,3,40.449560 ,-79.950504
15,2584,3,40.443743 ,-79.995877
15,6789,2,40.441660 ,-79.956852
15,5133,4,40.428971 ,-79.982541
15,10490,3,40.447182 ,-80.021138
15,2536,4,40.441023 ,-79.957518
15,8999,4,40.429116 ,-79.98172
15,16545,4,40.458156 ,-79.934638
15,2605,5,40.451223 ,-80.020065
15,10948,5,40.446579 ,-80.003825
15,4575,5,40.387585 ,-79.863623
15,108,3,40.441013 ,-80.001982
15,100,4,40.438714 ,-79.99949
15,14247,4,40.458283 ,-79.925318
15,134,4,40.462632 ,-79.950246
15,118,3,40.462698 ,-79.951523
15,11232,2,40.486923 ,-79.891602
15,8280,5,40.443400 ,-80.002498
15,8269,5,40.441626 ,-80.007039
15,7782,4,40.427892 ,-79.965255
15,4643,4,40.437104 ,-79.996495
15,5446,4,40.435556 ,-79.923256
15,11001,3,40.454624 ,-79.94555
15,15610,3,40.451221 ,-79.951592
15,2492,5,40.428001 ,-79.972244
15,50,5,40.452702 ,-80.006658
15,12934,5,40.443509 ,-79.949591
15,2474,3,40.474513 ,-79.957895
15,7993,2,40.426449 ,-79.965758
15,2566,4,40.429201 ,-79.922324
15,174,4,40.451582 ,-79.93287
15,4635,3,40.428876 ,-79.980169
15,2525,5,40.443628 ,-79.950626
15,81,4,40.436969 ,-80.000454
15,15038,4,40.487933 ,-79.887363
15,2532,2,40.445144 ,-79.949084
15,14369,5,40.440739 ,-79.958759
15,8267,3,40.444591 ,-79.948551
15,2502,4,40.429209 ,-79.990427
15,2571,4,40.437277 ,-79.923186
15,15325,4,40.440764 ,-79.958104
15,4636,3,40.442147 ,-79.956513
15,4642,4,40.441358 ,-79.957697
15,176,3,40.457126 ,-79.937797
15,2526,3,40.441222 ,-79.956741
15,14059,3,40.460792 ,-79.922713
15,12716,4,40.439228 ,-79.989926
15,11214,4,40.440783 ,-79.999668
15,6,3,40.409293 ,-79.914187
15,13539,5,40.440716 ,-80.002579
15,14337,6,40.440995 ,-80.002186
15,8812,3,40.440767 ,-79.957832
15,14879,4,40.454702 ,-79.946417
15,4577,4,40.448470 ,-80.002676
15,95,4,40.457049 ,-79.975651
15,4579,5,40.451531 ,-79.983729
15,16755,7,40.427657 ,-79.969072
15,14925,3,40.409824 ,-80.085335
15,4583,4,40.444810 ,-79.948434
15,5316,5,40.447386 ,-80.005325
15,11190,3,40.427722 ,-79.968631
15,12088,3,40.444046 ,-79.950174
15,26,3,40.458390 ,-79.925515
15,76,2,40.443207 ,-80.002129
15,127,3,40.456390 ,-79.941311
15,17114,4,40.438770 ,-79.990313
15,17057,4,40.441467 ,-79.957436
15,15310,5,40.441796 ,-80.002351
15,7687,3,40.429128 ,-79.981899
15,4826,3,40.450824 ,-79.933464
15,8156,3,40.428197 ,-79.972693
15,12537,5,40.428678 ,-79.983209
15,8198,4,40.428184 ,-79.975306
15,16051,5,40.443940 ,-79.998232
15,2587,5,40.433007 ,-80.004562
15,7218,5,40.432273 ,-80.004158
15,7914,5,40.433155 ,-80.017204
15,5161,3,40.446618 ,-80.015668
15,9982,3,40.428768 ,-79.964499
15,2484,4,40.426230 ,-79.968222
15,4637,8,40.438019 ,-79.954209
15,2487,7,40.428765 ,-79.97737
15,8863,3,40.428703 ,-79.983573
15,17102,4,40.428990 ,-79.985866
15,18148,5,40.440624 ,-79.995886
15,18166,3,40.428878 ,-79.979321
15,148,3,40.357213 ,-80.052095
15,15837,4,40.426888 ,-79.967468
15,2608,5,40.484555 ,-79.918921
15,2499,4,40.426387 ,-79.967209
15,10324,3,40.440420 ,-80.002041
15,156,4,40.455954 ,-79.931338
15,2527,7,40.442287 ,-79.956352
15,8220,3,40.439839 ,-79.998247
15,7302,4,40.445796 ,-80.018005
15,12254,4,40.447525 ,-79.993398
15,2501,2,40.428426 ,-79.979538
15,17156,8,40.428426 ,-79.979395
15,11195,5,40.438515 ,-79.998325
15,12714,3,40.428274 ,-79.976821
15,72,3,40.440287 ,-80.002585
15,14650,3,40.440839 ,-80.001969
15,14594,4,40.428278 ,-79.965731
15,16702,4,40.443041 ,-79.953064
15,18379,4,40.440093 ,-80.000853
15,168,3,40.456339 ,-79.934603
15,179,3,40.489023 ,-79.892694
15,14364,4,40.429882 ,-80.007102
15,18249,4,40.437987 ,-80.002105
15,12310,3,40.427431 ,-79.966975
15,17586,3,40.427459 ,-79.969291
15,2479,4,40.428426 ,-79.979431
15,2496,4,40.428184 ,-79.974325
16,5506,5,40.450030 ,-79.913892
16,58,3,40.388610 ,-80.049903
16,11491,2,40.381079 ,-80.044593
16,10475,2,40.368716 ,-80.034629
16,17155,5,40.442334 ,-80.002066
16,14239,5,40.388821 ,-80.04984
16,63,1,40.390697 ,-80.070806
16,1,6,40.408142 ,-80.085174
16,17097,5,40.443949 ,-79.996437
16,15505,5,40.482456 ,-79.951507
16,12444,5,40.473130 ,-79.958894
17,154,5,40.457103 ,-79.929634
17,4877,5,36.111990 ,-115.177001
17,9244,3,40.382674 ,-80.095485
17,63,5,40.390697 ,-80.070806
17,9440,4,40.391166 ,-80.07382
17,5195,4,40.440219 ,-79.995385
17,8156,4,40.428197 ,-79.972693
17,7534,5,36.124582 ,-115.168415
17,1,5,40.408142 ,-80.085174
17,5316,5,40.447386 ,-80.005325
17,2511,4,40.427045 ,-79.949606
17,4575,5,40.387585 ,-79.863623
17,2586,3,40.439745 ,-79.993004
17,2483,4,40.429028 ,-79.982225
17,7034,4,35.198237 ,-80.852895
17,7151,5,40.440719 ,-80.000039
17,5244,5,40.446001 ,-79.9935
17,6884,5,40.452029 ,-79.983565
17,7507,5,40.458622 ,-79.929405
17,10330,4,40.459956 ,-79.92427
17,13533,4,40.441037 ,-80.002765
17,153,4,40.457103 ,-79.929634
17,12275,4,36.117167 ,-115.177901
17,5689,2,36.116765 ,-115.174595
17,4753,4,36.102702 ,-115.169267
17,5503,5,36.101786 ,-115.170751
17,5309,2,36.116367 ,-115.17644
17,4709,5,36.112023 ,-115.174593
17,5478,4,36.168965 ,-115.140308
17,4075,5,36.111990 ,-115.177001
17,7294,4,36.117242 ,-115.175014
17,4054,4,36.118272 ,-115.173411
17,9657,5,40.393709 ,-80.046732
17,12716,9,40.439228 ,-79.989926
17,10449,5,40.392484 ,-80.065824
17,4778,5,36.092988 ,-115.177838
17,4157,5,36.117932 ,-115.155387
17,4051,5,36.118838 ,-115.15448
17,6765,5,36.073206 ,-115.243538
17,4847,5,36.101339 ,-115.130562
17,15386,5,36.095710 ,-115.298217
17,4631,2,36.092875 ,-115.176247
18,33,4,40.458138 ,-79.924797
18,5133,4,40.428971 ,-79.982541
18,2482,3,40.428666 ,-79.982864
18,8942,5,40.427221 ,-79.987359
18,2507,2,40.428953 ,-79.984282
18,10469,4,40.466679 ,-79.964379
18,2574,4,40.437865 ,-79.922671
19,1,4,40.408142 ,-80.085174
19,4577,4,40.448470 ,-80.002676
19,4810,4,40.457147 ,-80.012187
