roooooro,http://www.dianping.com/member/180773682,30,口味：3.0 环境：4.0 服务：4.0 性价比：4.0,,2019-11-21 21:13,逛植物园，搜了下餐厅，发现朴墅就在附近，那就来打个卡。作为土著居然是第一次来青芝坞餐厅很醒目，路口第一家，地理位置优越，停车场要走一小段路。网推的牛小排口味还不错，量大，118一份性价比挺高。好像还有68一份情侣版，估计就是量的区别吧。其他菜好吃但不惊艳，总体挺家常的一家餐馆，价格不高。	
游乐场的猪,http://www.dianping.com/member/4327140,40,口味：4.0 环境：5.0 服务：4.0 性价比：5.0,,2019-11-19 17:22,因为上海有朋友来，时隔好几年又去吃了青芝坞的这家店。周五晚上6点到，等了1，20分钟。大部分菜都还可以，大家评论也不错，羊腿棒，油焖虾，牛排，芝士南瓜什么的。我重点说一下踩雷的菜，「年糕焖黄鱼」黄鱼非常腥，感觉很不新鲜，喜欢吃海鲜的朋友尝了也说不行。「腊味煲仔饭」煲仔饭不如以前来吃的时候惊艳了，但是还是好吃的。感觉再排队很久就不会来吃了	
吃货+1991,http://www.dianping.com/member/752905686,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-11-19 16:41,说起杭帮菜，外婆家，新白鹿，弄堂里，叶马，一一闪现在眼前，今天的主角当然不是这几家了，而是隐在青芝坞的一家网红杭帮菜。听说朴墅是很久了，可正如第一次来青芝坞一样，我也是第一次吃朴墅「招牌鲜卤凤爪」凉菜一绝，到店必点「芝士焗南瓜」热乎的好吃「腊味煲仔饭」脆脆的锅巴是小时候的味道「特级煎卤小牛肋」好吃😋「杭州酥鱼」稍微偏咸点了一桌菜，几乎吃遍了整本菜单	
CYXL,http://www.dianping.com/member/8078483,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-11-18 22:01,在杭州玩，住在青芝坞民宿，搜了附近排名第一就是这家。就在路yssqj，建筑是挺显眼就是招牌比较难找，还绕了一圈找门。古朴的装修，一开始安排在外面的位子，后来发现不行都是蚊子，只能再换进来，还好我们到的早。按照推荐点了陈皮卤鸭:色香味俱全，很是入味。西湖牛肉羹，牛肋骨，芝士焗南瓜，整体都不错，在杭州的第一顿吃的非常满意，等我们出门时外面已经开始拿号排队了，充分体现出网红的样子了。。。	
小以八,http://www.dianping.com/member/116284220,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-11-18 19:54,地点：青芝坞那天住在青芝坞民宿，找了家人气最旺的进去……「麻辣馋嘴蛙」我不太能吃辣，但是这个菜值得推，尤其小麻花，超好吃「特级煎卤小牛肋」牛肉太大块了，咬起来其实有点费劲「招牌鲜卤凤爪」这个超级好吃，真的是啃了好几个	
smallcrab001,http://www.dianping.com/member/43246376,30,口味：3.0 环境：4.0 服务：4.0 性价比：3.0,,2019-11-16 20:38,青芝坞的网红店，地理位置不错，就在植物园和玉泉校区附近。很久没来朴墅吃饭了，对他家的排队记忆犹新。团队聚餐预先订好了，在周末的中午还可以来吃吃菜品没有以前惊艳了，做得味儿不重，但是也没有特色，椒麻鸡不麻、排条太甜、花螺的肉有点散，「朴墅素鹅」、「嫩豌豆」、「腊味煲仔饭」很赞，最后加的「碳烤猪颈肉」也空盘，甜品「西湖雪媚娘」主食「烧饼」可以点。吃完出来依旧排着长队	
好吃的嘿,http://www.dianping.com/member/32954375,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-11-15 20:35,朴墅，坐落在一湾水塘之上，环境漂亮至极。到朴墅最喜奶油芝士南瓜，一口下去，甜香甜香，嗯满足，喜甜的人儿。我就是喜甜，还要了西湖雪媚娘，冰皮裹着奶油里面是芒果，各种甜的层次，奶油香气裹着芒果香，绝配呀。	
神采奕奕528,http://www.dianping.com/member/7494481,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-11-14 21:19,来杭州必到的一家餐厅，每次过来差不多人都爆满，青芝坞火到不行的一家餐厅。菜品上乘，价格实惠，芝士焗南瓜、特级煎卤小牛肋，都是过来必点的菜品，还有很多可口小菜就等你们一一去品尝吧，周边环境也不错，吃好可以附近散散步。每次只顾着吃，忘了拍照了，下次再补上吧。	
哈哈哈哈哈哈哈哈哈哈_003,http://www.dianping.com/member/215567428,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 芝士焗南瓜,2019-11-13 22:24,来这里聚餐。哈哈哈点了特别多的菜鸡爪特别软糯，骨头也很酥软，也很入味，一人一个，刚好。千层娃娃菜特别推荐，比较清淡，用高汤炖的，所以非常香，冬天吃正好酱萝卜，也一直非常喜欢，酸酸甜甜，完全没有白萝卜的辣味炭烤猪颈肉必须好评，肥而不腻，蘸着调料吃简直完美鱼头豆腐，好评，是我喜欢的味道多宝鱼，中规中矩吧，无功无过糖果鱼，甜甜的番茄酱味道，鱼是油炸过的，香香的，味道还不错雪媚娘的话，皮很软糯，里面是芒果，奶油也不是很腻，还可以蒜蓉开背虾芝士焗南瓜陈皮卤鸭干锅菜花白切鸡这些传统的杭邦菜就不用多说了，味道依旧很好鱼香茄子嘛就很不推荐啦，油大，味道也一般	
KLLYZZ,http://www.dianping.com/member/1223145,30,口味：3.0 环境：3.0 服务：3.0 性价比：4.0 人均：81元,喜欢的菜： 特级煎卤小牛肋,2019-11-13 19:39,来到青芝坞，晚饭想就近吃一点，在南山南和朴树之间选择朴树。大众点评显示要排队，但实际到了店里立刻就安排上了。店的位置不错，就在路口，正对着一个大池塘，水声孱孱的，可惜店里环境也就是很一般，浪费了这个外面的环境布置。点了牛肋排，小青菜，扇贝，羊骨，还有片儿川。六点半下的单，起点二十还有两个才没上。牛肋骨入味是很入味，但起码有一半是咬不动的。片儿川当季没有笋片店里用的是茭白代替，也不错。买单162。	
饕餮冬,http://www.dianping.com/member/3102396,40,口味：4.0 环境：4.0 服务：3.0 性价比：4.0 人均：76元,喜欢的菜： 特级煎卤小牛肋 豉油虾,2019-11-12 23:48,又有好一阵子没去青芝坞了，前几天去黄龙看演唱会，于是和朋友在青芝坞吃饭，以图方便。几乎每次去青芝坞都会选择去朴墅吃饭，也知道他们生意有多好，所以四点半一开始晚市就去了。从门yssqj进去，迎宾的服务生站在位子上不知道在干嘛，我们两个大活人踟蹰着从她面前过也没有反应。我们张望着犹豫要往哪坐时忽然感应到了我们，追进来问我们几个人，然后给了张座位号一指，有服务生说在楼下，也有人说在楼上，坐个座位那么麻烦，顿时有点窝火。菜的味道一如既往没什么变化，还是不错的，不过细节方面真的要改进下，牛肉依然很多肉筋咬不动，这是肉的部位决定的，烹调方法上能不能改进下。虾的泥肠每个都满满的，边吃边剥，能不能做之前去掉，活虾去虾肠其实很容易的。酒酿小圆子真的非常实惠了，不到20一份，多到够三个人吃，而且淡淡的甜，不腻，圆子也qq的没有煮过火，很棒。估计下次来我还是会选这家店，也还是要吃牛肉和虾，改进改进吧	
_Carrie,http://www.dianping.com/member/805289678,40,口味：4.0 环境：4.0 服务：4.0 性价比：5.0 人均：100元,喜欢的菜： 特级煎卤小牛肋 芝士焗南瓜,2019-11-08 23:43,地点就在青芝坞门口特别好找反正出了门口就可以找到但人特别多我们十点多到的门口就已经挤满人了「特级煎卤小牛肋」这个是必点的我们正好坐在做这道菜的大厨们的旁边香的不行啊「芝士焗南瓜」焗南瓜也是必点的超级好吃撑的不行还得往嘴里扒拉两口「糖醋里脊」这个味道还行就是外面的面粉太大了肉就一丢丢真的一丢丢哈哈哈哈哈「干煸有机花菜」常规家常菜不好不坏吧「杭州酥鱼」酥鱼好像还不错吃了好几块呢「朴墅素鹅」还行吧好像也是必点菜「桂花糖藕」来杭州必点的糖藕蛮好吃的还有淡淡桂花香～好点了啥忘了拍照了毕竟两个月前了呀～一直懒得写点评如果小伙伴是住青芝坞的话可以尝尝这家哦毕竟就在门口性价比也蛮高的呀	
简单爱雯雯,http://www.dianping.com/member/1232696861,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-11-08 22:55,听朋友说，当时蔡琴来过这里吃。因为这样子，决定在这里吃了一顿。经典的杭帮菜，三个人点了5盘菜，份量很足。很值得一吃。印象最深的是西湖雪媚娘和酒酿圆子。这也是我本人特别喜欢这些小东西。环境也很不错，是个不错的地方	
梦梦大人,http://www.dianping.com/member/1464229854,40,口味：4.0 环境：4.0 服务：4.0 性价比：5.0,,2019-11-08 22:20,青芝坞密密麻麻各种店铺和民宿，属于景区饭店，但性价比高。「杭州酥鱼」必点，点了两份，很入味，外面炸的很酥，里面肉下饭不错。	
elfinguo,http://www.dianping.com/member/873969669,50,口味：5.0 环境：5.0 服务：4.0 性价比：4.0,,2019-11-07 22:05,进青芝坞第一家门yssqj最近在修路，有点难走，停车场有点远之前来吃过，所以不算难找工作日的晚饭点，提前在网上取号，不过到了之后发现店里还是很空的营业时间到8点半，比杭州大部分餐厅都要早一些招牌的牛小肋，配4块饼，另外还可加，小份完全够两人吃，肉的量还是很实在的吱吱小排也很不错，有软骨，肥的部分几乎没有，味道很惊喜泡椒青番茄，第一次吃，番茄有点硬，无功无过总体yssqj味推荐，基本不会踩雷，人均80+，大众付款，满100-2，优惠不多，不过性价比还可以	
tlwbd,http://www.dianping.com/member/23559575,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 烤羊腿 芝士焗南瓜 西湖雪媚娘,2019-11-07 20:35,网红店，但没有传说的那么好，味道及格，但并无特惊艳。扣分的是米饭，用的不好的陈米，还不如普通的快餐店，很糟糕😰。烤羊腿不错，便宜	
王小小,http://www.dianping.com/member/155074868,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-11-07 20:04,超级喜欢，就在学校附近，不爱吃火锅的都带来吃这家，划算又好吃。不过饭点来了都要等位，等好久啊！！！店里有一个芝士焗南瓜，很好吃很好吃，推荐。香香的又甜，不要放凉了，可以吃到一半再点。每次打包带回去一个都会被抢光。	
被禁言的大嘴君,http://www.dianping.com/member/1185075805,40,口味：3.0 环境：4.0 服务：4.0 性价比：3.0,,2019-11-06 22:02,算是一家网红店，胜在环境，青芝坞的都不错。点了芝士焗南瓜，味道的确不错，很软很糯，但是不会很甜，艾草青方很好吃，沾着黄豆粉和红糖吃，满满的能量，马兰头量足爽口，藕粉中规中矩，重点讲下特级小牛肋，比较失望，有2个规格，118和68，差别就是量，这次点了大份的，有饼皮，上菜的时候就是冷的，只有中间几块是精肉，后面的都是肥肉，开始我以为是筋，然而并不是，让服务员拿去加热了下，都是油，不推荐，虽然我是冲着这个菜来的。	
行走的Beeman,http://www.dianping.com/member/41110997,50,口味：5.0 环境：5.0 服务：4.0 性价比：4.0 人均：85元,喜欢的菜： 西湖雪媚娘 特级煎卤小牛肋 盐焗手抓羊棒骨,2019-11-06 20:18,青芝坞最火的网红店莫过于朴墅了，从来浙大到毕业吃了无数次，好像也还没吃遍所有的菜。比较符合大众yssqj味，菜品很多，而且环境也很不错，夏天的时候旁边都是莲花很有情调。必点的菜一般是鸡爪，羊棒，西湖雪媚娘等，基本上主流的杭帮菜也都有，整体还可以的～	
lena53,http://www.dianping.com/member/41046460,50,口味：4.0 环境：5.0 服务：4.0 性价比：4.0,,2019-11-05 22:39,陈皮酱鸭的味道真是太赞了，边边角角都吃的干干净净，米汁鲜花酿也很好喝，里面的茉莉花吃起来味道很奇妙，龙井虾仁，和想象的不太一样，不过味道还是不错的。豆豉排骨煲，不喜欢这样的口感，芝士南瓜，几乎每桌必点，很好吃。就餐环境也是棒棒哒🏻🏻	
Epicure_Rosemary,http://www.dianping.com/member/19793444,40,口味：3.0 环境：4.0 服务：4.0 性价比：4.0,,2019-11-05 21:02,位于青之坞路yssqj很好找，中午去了晚一点一般都要排队取号。以前刚开的时候觉得综合分不错，但后来也许是因为杭州餐饮百花齐放，竞争激烈，自己的yssqj味也越吃越刁，所以现在来吃觉得yssqj味挺一般的。莴笋丝没放盐拿回去加工了一下，沃豆腐放油渣比较香，还有一个红糖年糕太厚也不够香，吱吱海鲈鱼煲没有任何酱很干，鱼肉也木木的发柴。感觉不太用心啊……	
coupp,http://www.dianping.com/member/44557551,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：60元,喜欢的菜： 芝士焗南瓜,2019-11-04 21:42,地理位置特别好，在西湖边上，边上的建筑很有韵味…这次是因为公司聚餐来吃的，从上午开始预约，被告知需要提前一周才可以预定，大众点评5开始可以大众上点单，足足等到五点半才可以排队取号，可以点的时候就已经要等位；点里面每到菜都好吃，红烧鸡爪、铁板豆腐、片儿川…每盘都吃光极力推荐的门店	
精致生活,http://www.dianping.com/member/761427877,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-11-04 21:27,一个下着雨的傍晚，特地到位于青芝坞入口处的这家来吃饭，平时得等位，今天很幸运还有一张靠窗的位置，望着外面荷塘雨色，吃着美食，非常享受，他家是特色杭帮菜，最爱豉油虾，大肠特别香，绿茶奶盖冰爽清口，上菜速度很快。	
aicoollz,http://www.dianping.com/member/29315770,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2019-11-02 23:00,牛肉一般，鲜榨树莓汁好评，环境比较好，适合二人	
dpuser_95509311065,http://www.dianping.com/member/809200464,50,口味：4.0 环境：5.0 服务：5.0 性价比：5.0,,2019-11-01 21:43,在学校旁边，环境不错，有特色，可以前去一试。	
叶椰耶也,http://www.dianping.com/member/757986872,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：60元,喜欢的菜： 芝士焗南瓜 糖醋里脊 朴墅自制豆腐 陈皮卤鸭,2019-11-01 21:20,地理位置:在西湖附近，坐在在店面2楼靠近窗边，可以看见西湖水，风景很好！餐厅氛围:不错，很干净舒服yssqj味:芝士焗南瓜味道真心不错甜而不腻，外观也很美，来不及拍就干掉了糖醋里脊:绝对的食疗，相比肉更喜欢外面的酥皮，太好吃了！自制豆腐:豆腐非常鲜嫩！分量稍小吱吱鲜芦笋:损很新鲜，味道偏清淡陈皮卤鸭:味道超级好！极力推荐，味道赞！我们是平时的一个周五去的，人不是很多，总体体验感不错！	
吃吃捆捆荡荡,http://www.dianping.com/member/14535454,50,口味：5.0 环境：5.0 服务：4.0 性价比：5.0,,2019-10-31 19:31,特别之处就是环境不错！那天我们4大2小！给了我们一个包厢，而且菜也合口，应该是性价比很高的餐馆！	
dpuser_6855594547,http://www.dianping.com/member/1839421841,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-10-30 18:48,服好非常好，菜式美味，環境優美。	
dnvvj,http://www.dianping.com/member/2048265,20,口味：1.0 环境：4.0 服务：1.0 性价比：2.0,,2019-10-28 23:12,菜品味道明显下降，不知是否更换了出师还是更换了食材，环境分是因为杭州这个城市很好，至于服务，简直是用餐体验最差的一环，中间菜品感觉有没做熟的地方，让服务员过来看一下，不知道是培训不到位还是就客人多，也懒得理我，总之看了一眼，哦了一声，木讷的慢慢走开了，就算是旅游区餐厅，客流量不发愁，可是时间长了，还是会影响餐厅的品牌，希望改进吧	
eidyyang,http://www.dianping.com/member/387699,30,口味：4.0 环境：4.0 服务：1.0 性价比：4.0,,2019-10-28 20:48,时间开久了服务就可以变差么，一楼后面收银台的一个女服务员，问个事情眼皮子也不抬一下，安排的桌子有点脏，要求换一下，冷言冷语的就说不给换，一副爱吃不吃不吃赶紧滚的样子，真的很无语，那么多桌子都空着，怎么就不能换了，这么恶劣的服务怎么上的热门餐厅	
Springfrmich,http://www.dianping.com/member/797856234,40,口味：4.0 环境：4.0 服务：3.0 性价比：3.0,,2019-10-27 22:35,团建的时候第一次来了这里。位于青芝坞的第一排，环境算很好了。上的第一道菜就是手抓羊棒骨，刚好一人一个，味道不错。后面的鲜卤凤爪感觉非常好吃，毕竟招牌，雪菜黄鱼也很符合我的yssqj味。感觉比较一般的菜有豉油虾，香辣蟹，香菇鸡柳等等。感觉他们家的菜风还是比较朴素比较家常的，毕竟店就叫朴墅嘛。但火了这么多年当然还是有特色的。	
dpuser_1913209754,http://www.dianping.com/member/1249252609,20,口味：4.0 环境：1.0 服务：2.0 性价比：5.0,,2019-10-26 23:55,二楼的装修有问题，太吵了。一楼好很多	
糖糖小姐在杭州,http://www.dianping.com/member/21866402,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-10-25 22:15,朴墅对于我和老公来说是最重要的餐厅之一，这里承载了我们生命中最美好的记忆，以后每年的纪念日都要来这里，味道非常好，菜品很有特色，还在我们的母校旁边，所以非常有感情	
Y咩咩mmm,http://www.dianping.com/member/62748948,50,口味：5.0 环境：4.0 服务：5.0 性价比：5.0 人均：80元,喜欢的菜： 金牌牛肋骨,2019-10-25 20:39,[环境]真的很朴素，装修很简单，餐具也很简单，晚上去的，靠窗坐的，灯光真的很昏暗，所以拍出来的照片都是黑乎乎的[服务]服务员很热情耐心，虽然用餐人很多，但是服务员也都能照顾到「金牌牛肋骨」这个分量多到超乎我的想象！性价比真的无敌，也非常好吃，牛肉很炖的很烂「芝士焗南瓜」这个其实一般般吧，上面的芝士感觉烤过了，不会拉丝，南瓜就是原始的甜味，但胜在便宜「招牌鲜卤凤爪」这个我不是特别喜欢，因为偏甜了点，跟其他浙江餐厅做的差不多「腊味煲仔饭」这个饭是最后上的，米饭也都拌好了，真的超大份！！最后基本都没吃，因为实在吃不下了，里面香肠和叉烧蛮多的，味道也是不错的！可惜吃不完了「桂花酒酿圆子」这个15块钱超大一碗，超乎我的想象，甜度也正好，里面还有桂花和鸡蛋，圆子软糯！总体来说性价比真的很高，下次来杭州还会再来！希望能保持~	
aishanjiao,http://www.dianping.com/member/4276433,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：50元,喜欢的菜： 西湖牛肉羹,2019-10-24 21:36,照片拍得一塌糊涂，但是不影响它的yssqj感啊！来杭州出差，住在浙江大学附近，这家店是他附近最好吃的杭州菜了。首先，杭州的菜饭店价格真的是好便宜呀点了六七个菜才两百多，而且每道都很好吃。特别要说的是西湖牛肉羹里面是满满的牛肉啊。不愧是西湖牛肉羹的第一名🥇菜太多了，实在没吃完就留了两个特别好打包的鸡爪带回上海吃。第二天微波炉热一下非常香。	
N_Monkey_9052,http://www.dianping.com/member/157364379,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-10-23 23:44,就在入口处，到了还挺幸运刚好我有位置不需要等。中午好像一点半就不接了，休息时间。[环境]环境是没的说，要是能坐靠窗位就好了。「红糖手打年糕」年糕还可以「棠菜焗小排」分量还挺大的，不过最后才上的菜都吃饱了，略微有点甜的。	
哎？@,http://www.dianping.com/member/166052678,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2019-10-23 23:24,听朋友说这个地方不错，今天特意去体验一下，菜真的很好吃是我喜欢的味，下次还要要去，特别喜欢那个芝士南瓜	
音为爱kate,http://www.dianping.com/member/26058660,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 盐焗手抓羊棒骨 海鲜泡饭,2019-10-23 22:57,到的时候已经在排队了，在大众上叫号，没有等特别久「盐焗手抓羊棒骨」超赞！超赞！超赞！很大一只，外脆里嫩，没有羊腥味，量足好吃！「海鲜泡饭」因为太饿了，点了这个饭。自作主张又加了一碗米饭，结果汤汁完全被饭吸收了，量变得更大了…结果就是，吃不完。但味道是真的不错！「嫩豌豆」很嫩，好吃「芝士焗南瓜」推荐最多的一道菜，也是唯一吃完的一道，因为这个量最合适其他几道菜量太大了，其实很想吃完的总体很满意，是一家值得再来吃的餐厅！有机会再来一次～	
欢欢小欢欢,http://www.dianping.com/member/27972849,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 虾酱通菜梗 温州鱼饼 烧椒茄子 腊味煲仔饭,2019-10-22 23:41,火了很多年的饭店，好不容易在附近决定去吃一下。常年火爆所以提早拿号。但不得不说那么火爆也是有原因的，菜大部分都非常好吃。除了一小部分比较有缺憾，但总体也是很完美！最推荐的是「虾酱通菜梗」太好吃了，好吃到舔盘子，喜欢虾酱yssqj味的必点！「温州鱼饼」应该是稍微煎了一下，温热的，跟别家的yssqj味不太一样，很奇特的感觉，吃完一盘又续了一盘，推荐！其他：「芝士焗南瓜」并没有想象中特别好吃，无功无过，就是一个热腾腾的小甜食~「碳烤猪颈肉」忽悠我是猪颈肉，上来一盆五花肉，直接退了。「烧椒茄子」yssqj味蛮好的，比寻常做法好吃~比较有创意~「腊味煲仔饭」好吃，量足，锅巴也香脆~「文火鱼头」这个豆腐跟鱼都很很入味很好吃~「花生冰沙」太迷你了，味道就是寻常味道~总体还是满意的~	
小竹汁,http://www.dianping.com/member/2164112674,50,口味：5.0 环境：5.0 服务：4.0 性价比：5.0,,2019-10-22 21:11,这次来杭州的第一餐，环境和名字非常符合，很有人文气息，进去后餐厅很大，分了几个区域，每个区域都有特色，菜品推荐卤鸡爪、腊味煲仔饭，西湖牛肉羹感觉不如点评里评价的好吃，另外餐厅不提供餐巾纸，要额外购买，有点不方便哦～	
Grace格瑞斯,http://www.dianping.com/member/357905439,30,口味：2.5 环境：5.0 服务：3.0 性价比：3.0 人均：60元,,2019-10-21   更新于2019-11-30 20:47,在杭州的最后一天，心心念念想打卡杭州植物园的韩美林艺术馆，到了居然发现艺术馆闭馆，好吧旅行的意义可能就在于患得患失。随后在植物园附近搜了一家看上去不错的网红店，既然已经打上了网红的标签，便也不会有太高的要求，能吃就可以了。沿着玉古路走了几百米，青芝坞街的转角处就是朴墅了。工作日中午十一点，用餐的顾客并不多，朴墅内部空间很大，穿过好几个房间之后找到了座位，店内座位分布合理，尤其是沿窗座位，可以看见郁郁葱葱的树木，十分惬意又不乏美感。在这样的环境中已然享受。可是网红店真的只能止步于颜值高了，如果颜值可以当饭吃的话，我愿意打满分。原本我就不是很饿，每个菜尝过之后就再也没有兴趣多吃一yssqj。几乎每桌都会点的芝士焗南瓜，虽然价格是真的便宜，摆盘也很优秀，但是yssqj味真的不敢恭维。南瓜配上超级薄一层芝士，吃不到诚意，光吃卖相了。鱼香茄子是辣的，糖果鱼是辣的，而且我也很久没有吃过如此重油的菜了，敢问这算创新菜吗？看了看隔壁那桌菜也是撩两筷子不动了。羊棒骨无功无过，但比这好吃的羊棒骨太多了，可以尝试但绝对不值得多吃一次。今天算是再一次身体力行了网红店不值得，所幸也不是专程来打卡的。估计店家也没打算做回头客的生意，有流量就行了。我们这种上了年纪追求yssqj味的人可能真的已经不适合网红店了。网红店不值得，但是西湖很值得，杭州很值得。	
Wenbiao0529,http://www.dianping.com/member/50670600,50,口味：3.0 环境：5.0 服务：5.0 性价比：5.0 人均：0元,,2019-10-21 20:20,芝士南瓜不错，招牌菜每次来必点，不过这次味道一般。煲仔饭的锅巴还行，嘎嘣脆，推荐！	
三和宝宝,http://www.dianping.com/member/47871654,50,口味：4.0 环境：5.0 服务：4.0 性价比：4.0,,2019-10-20 21:01,就住在餐厅旁边，吃上一顿还是很难。不知是不是杭帮菜就是很清淡，菜花没太大味道，烤的羊腿很硬，最好吃的是芝士焗南瓜，牛肉也硬。。。	
